State, PC No. ,PC Name ,Category ,Winner,Gender,Party,Vote,Runner Up,Gender,Party,Vote
Uttar Pradesh,10,Meerut,GEN,Rajendra Agrawal,M,BJP,232137,Malook Nagar,M,BSP,184991
Uttar Pradesh,11,Baghpat,GEN,Ajit Singh,M,RLD,238638,Mukesh Sharma,M,BSP,175611
Uttar Pradesh,12,Ghaziabad,GEN,Rajnath Singh,M,BJP,359637,Surendra Prakash Goel,M,INC,268956
Uttar Pradesh,13,Gautam Buddha Nagar,GEN,Surendra Singh Nagar,M,BSP,245613,Mahesh Kumar Sharma,M,BJP,229709
Uttar Pradesh,14,Bulandshahr,(SC),Kamlesh Balmiki,M,SP,236257,Ashok Kumar Pradhan,M,BJP,170192
Uttar Pradesh,15,Aligarh,GEN,Smt. Raj Kumari Chauhan,F,BSP,193444,Zafar Alam,M,SP,176887
Uttar Pradesh,16,Hathras,(SC),Smt. Sarika Devendra Singh Baghel,F,RLD,247927,Rajendra Kumar,M,BSP,211075
Uttar Pradesh,17,Mathura,GEN,Jayant Chaudhary,M,RLD,379870,Shyam Sunder Sharma,M,BSP,210257
Uttar Pradesh,18,Agra,(SC),Prof.(Dr.) Ram Shankar,M,BJP,203697,Kunwar Chand (Vakil),M,BSP,193982
Uttar Pradesh,19,Fatehpur Sikri,GEN,Smt. Seema Upadhyay,F,BSP,209466,Raj Babbar,M,INC,199530
Uttar Pradesh,20,Firozabad,GEN,Akhilesh Yadav,M,INC,287011,Prof. S.P. Singh Baghel,M,BSP,219710
Uttar Pradesh,<b>By Polls (2009)</b>,Firozabad,GEN,Raj Babbar,M,INC,312728,Dimple Yadav,F,SP,227385
Uttar Pradesh,21,Mainpuri,GEN,Mulayam Singh Yadav,M,SP,392308,Vinay Shakya,M,BSP,219239
Uttar Pradesh,22,Etah,GEN,Kalyan Singh,M,IND,275717,Kunwar Devendra Singh Yadav,M,BSP,147449
Uttar Pradesh,23,Badaun,GEN,Dharmendra Yadav,M,SP,233744,Dharam Yadav Urf D. P.Yadav,M,BSP,201202
Uttar Pradesh,24,Aonla,GEN,Smt. Maneka Gandhi,F,BJP,216503,Dharmendra Kumar,M,SP,208822
Uttar Pradesh,25,Bareilly,GEN,Praveen Singh. Aron,M,INC,220976,Santosh Gangwar,M,BJP,211638
Uttar Pradesh,26,Pilibhit,GEN,Feroze Varun Gandhi,M,BJP,419539,V. M. Singh,M,INC,138038
Uttar Pradesh,27,Shahjahanpur,(SC),Mithlesh Kumar,M,SP,257033,Sunita Singh,M,BSP,186454
Uttar Pradesh,28,Kheri,GEN,Zafar Ali Naqvi,M,INC,184982,Iliyas Azmi,M,BSP,176205
Uttar Pradesh,29,Dhaurahra,GEN,Jitin Prasada,M,INC,391391,Rajesh Kumar Singh Alias Rajesh Verma,M,BSP,206882
Uttar Pradesh,30,Sitapur,GEN,Smt. Kaisar Jahan,F,BSP,241106,Mahendra Singh Verma,M,SP,221474
Uttar Pradesh,31,Hardoi,(SC),Smt. Usha Verma,F,SP,294030,Ram Kumar Kuril,M,BSP,201095
Uttar Pradesh,32,Misrikh,(SC),Ashok Kumar Rawat,M,BSP,207627,Shyam Prakash,M,SP,184335
Uttar Pradesh,33,Unnao,GEN,Smt. Annu Tandon,F,INC,475476,Arunshankarshukla,M,BSP,173384
Uttar Pradesh,34,Mohanlalganj,(SC),Smt. Sushila Saroj,F,SP,256367,Jai Prakash,M,BSP,179772
Uttar Pradesh,35,Lucknow,GEN,Lal Ji Tandon,M,BJP,204028,Rita Bahuguna Joshi,F,INC,163127
Uttar Pradesh,36,Rae Bareli,GEN,Smt. Sonia Gandhi,F,INC,481490,R.S.Kushwaha,M,BSP,109325
Uttar Pradesh,37,Amethi,GEN,Rahul Gandhi,M,INC,464195,Asheesh Shukla,M,BSP,93997
Uttar Pradesh,38,Sultanpur,GEN,Dr. Sanjay Sinh,M,INC,300411,Mohd.Tahir,M,BSP,201632
Uttar Pradesh,39,Pratapgarh,GEN,Rajkumari Ratna Singh,F,INC,169137,Prof. Shivakant Ojha,M,BSP,139358
Uttar Pradesh,40,Farrukhabad,GEN,Salman Khurshid,M,INC,169351,Naresh Chandra Agrawal,M,BSP,142152
Uttar Pradesh,41,Etawah,(SC),Premdas Katheria,M,SP,278776,Gaurishanker,M,BSP,232030
Uttar Pradesh,42,Kannauj,GEN,Akhilesh Yadav ,M,SP,337751,Dr. Mahesh Chandra Verma,M,BSP,221887
Uttar Pradesh,<b>By Polls (2012)</b>,Kannauj,GEN,Dimple Yadav,F,SP, ,Uncontested, , , 
Uttar Pradesh,43,Kanpur,GEN,Sriprakash Jaiswal,M,INC,214988,Sukhda Mishra,M,BJP,196082
Uttar Pradesh,44,Akbarpur,GEN,Raja Ram Pal,M,INC,192549,Anil Shukla Warsi,M,BSP,160506
Uttar Pradesh,45,Jalaun,(SC),Ghanshyam Anuragi,M,SP,283023,Tilak Chandra Ahirwar,M,SC,271614
Uttar Pradesh,46,Jhansi,GEN,Pradeep Kumar Jain Aditya ,M,INC,252712,Ramesh Kumar Sharma,M,BSP,205042
Uttar Pradesh,47,Hamirpur,GEN,Vijay Bahadur Singh,M,BSP,199143,Siddha Gopal Sahu,M,INC,173641
Uttar Pradesh,48,Banda,GEN,R.K. Singh Patel,M,SP,240948,Bhairon Prasad Mishra,M,BSP,206355
Uttar Pradesh,49,Fatehpur,GEN,Rakesh Sachan,M,SP,218953,Mahendra Prasad Nishad,M,BSP,166725
Uttar Pradesh,50,Kaushambi,(SC),Shailendra Kumar,M,SP,246501,Girish Chandra Pasi,M,BSP,190712
Uttar Pradesh,51,Phulpur,GEN,Kapil Muni Karwariya,M,BSP,167542,Shyama Charan Gupta,M,SP,152964
Uttar Pradesh,52,Allahabad,GEN,Kunwar Rewati Raman Singh,M,SP,209431,Ashok Kumar Bajpai,M,BSP,174511
Uttar Pradesh,53,Barabanki,(SC),P.L. Punia,M,INC,328418,Ram Sagar,M,SP,160505
Uttar Pradesh,54,Faizabad,GEN,Dr. Nirmal Khatri,M,INC,211543,Mitrasen,M,SP,157315
Uttar Pradesh,55,Ambedkar Nagar,GEN,Rakesh Pandey,M,BSP,259487,Shankhlal Majhi,M,SP,236751
Uttar Pradesh,56,Bahraich,(SC),Kamal Kishor,M,INC,160005,Lal Mani Prasad,M,BSP,121052
Uttar Pradesh,57,Kaiserganj,GEN,Brijbhushan Sharan Singh,M,SP,196063,Surendra Nath Awasthi,M,BSP,123864
Uttar Pradesh,58,Shravasti,GEN,"Dr. Vinay Kumar ""Vinnu"" Pandey",M,INC,201556,Rizvan Zaheer,M,BSP,159527
Uttar Pradesh,59,Gonda,GEN,Beni Prasad Verma,M,INC,155675,Kirti Vardhan Singh (Raja Bhaiya),M,BSP,132000
Uttar Pradesh,60,Domariyaganj,GEN,Jagdambika Pal ,M,INC,229872,Jai Pratap Singh,M,BJP,153306
Uttar Pradesh,61,Basti,GEN,Arvind Kumar Chaudhary,M,BSP,268666,Raj Kishor Singh,M,SP,163456
Uttar Pradesh,62,Sant Kabir Nagar,GEN,Bhismshankar Alias Kushal Tiwari ,M,BSP,211043,Bhal Chandra Yadav,M,SP,171045
Uttar Pradesh,63,Maharajganj,GEN,Harsh Vardhan,M,INC,305474,Ganesh Shanker Pandey,M,BSP,181846
Uttar Pradesh,64,Gorakhpur,GEN,Yogi Adityanath ,M,BJP,403156,Vinay Shankar Tiwari,M,BSP,182885
Uttar Pradesh,65,Kushi Nagar,GEN,Ratanjit Pratap Narain Singh,M,INC,223954,Swami Prasad Maurya,M,BSP,202860
Uttar Pradesh,66,Deoria,GEN,Gorakh Prasad Jaiswal,M,BSP,219889,Prakash Mani Tripathi,M,BJP,178110
Uttar Pradesh,67,Bansgaon,(SC),Kamlesh Paswan,M,BJP,223011,Shree Nath Ji,M,BSP,170224
Uttar Pradesh,68,Lalganj,(SC),Dr. Baliram,M,BSP,207998,Neelam Sonkar,M,BJP,168050
Uttar Pradesh,69,Azamgarh,GEN,Ramakant Yadav,M,BJP,247648,Akbar Ahmad Dumpy,M,BSP,198609
Uttar Pradesh,70,Ghosi,GEN,Dara Singh Chauhan,M,BSP,220695,Arshad Jamal Ansari,M,SP,159750
Uttar Pradesh,71,Salempur,GEN,Ramashankar Rajbhar,M,BSP,175088,Dr. Bhola Pandey,M,INC,156783
Uttar Pradesh,72,Ballia,GEN,Neeraj Shekhar ,M,SP,276649,Sangram Singh Yadav,M,BSP,204094
Uttar Pradesh,73,Jaunpur,GEN,Dhananjay Singh,M,BSP,302618,Paras Nath Yadava,M,SP,222267
Uttar Pradesh,74,Machhlishahr,(SC),Tufani Saroj,M,SP,223152,Kamla Kant Gautam,M,BSP,198846
Uttar Pradesh,75,Ghazipur,GEN,Radhe Mohan Singh,M,SP,379233,Afzal Ansari,M,BSP,309924
Uttar Pradesh,76,Chandauli,GEN,Ramkishun,M,SP,180114,Kailash Nath Singh Yadav,M,BSP,179655
Uttar Pradesh,77,Varanasi,GEN,Dr. Murli Manohar Joshi,M,BJP,203122,Mukhtar Ansari,M,BSP,185911
Uttar Pradesh,78,Bhadohi,GEN,Gorakh Nath Pandey,M,BSP,195808,Chhotelal Bind,M,SP,182845
Uttar Pradesh,79,Mirzapur,GEN,Bal Kumar Patel,M,SP,218898,Anil Kumar Maurya,M,BSP,199216
Uttar Pradesh,80,Robertsganj,(SC),Pakauri Lal,M,SP,216478,Ram Chandra Tyagi,M,BSP,166219
Uttarakhand ,1,Tehri Garhwal,GEN,Vijay Bahuguna,M,INC,263083,Jaspal Rana,M,BJP,210144
Uttarakhand ,<b>By Polls (2012)</b>,Tehri Garhwal,GEN,Smt. Mala Rajya Laxmi Shah,F,BJP,245835,Saket Bahuguna,F,INC,223141
Uttarakhand ,2,Garhwal,GEN,Satpal Maharaj,M,INC,236949,"Lt. Gen(Retd) Tejpal Singh Rawat P.V.S.M, V.S.M",M,BJP,219552
Uttarakhand ,3,Almora,(SC),Pradeep Tamta,M,INC,200824,Ajay Tamta,M,BJP,193874
Uttarakhand ,4,Nainital-Udhamsingh Nagar,GEN,K.C. Singh Baba,M,INC,321377,Bachi Singh Rawat,M,BJP,232965
Uttarakhand ,5,Hardwar,GEN,Harish Rawat,M,INC,332235,Swami Yatindranand Giri,M,BJP,204823
West Bengal,1,Cooch Behar,(SC),Nripendra Nath Roy,M,AIFB,500677,Arghya Roy Pradhan,M,AITC,466928
West Bengal,2,Alipurduars,(SC),Manohar Tirkey,M,RSP,384890,Paban Kumar Lakra,M,AITC,272068
West Bengal,3,Jalpaiguri,(SC),Mahendra Kumar Roy,M,CPM,469613,Barma Sukhbilas,M,INC,381242
West Bengal,4,Darjeeling,GEN,Jaswant Singh,M,BJP,497649,Jibesh Sarkar,M,CPM,244360
West Bengal,5,Raiganj,GEN,Smt. Deepa Dasmunsi,F,INC,451776,Bireswar Lahiri,M,CPM,346573
West Bengal,6,Balurghat,GEN,Prasanta Kumar Majumdar,M,RSP,388444,Biplab Mitra,M,AITC,383339
West Bengal,7,Maldaha Uttar,GEN,Smt. Mausam Noor,F,INC,440264,Sailen Sarkar,M,CPM,380123
West Bengal,8,Maldaha Dakshin,GEN,Abu Hasem Khan Choudhury,M,INC,443377,Abdur Razzaque,M,CPM,307097
West Bengal,9,Jangipur,GEN,Pranab Mukherjee,M,INC,506749,Mriganka Sekhar Bhattacharya,M,CPM,378600
West Bengal,<b>By Polls (2012)</b>,Jangipur,GEN,Abhijit Mukherjee,M,INC,332919,Muzaffar Hossain,M,CPM,330383
West Bengal,10,Baharampur,GEN,Adhir Ranjan Chowdhury,M,INC,541920,Pramothes Mukherjee,M,RSP,354943
West Bengal,11,Murshidabad,GEN,Abdul Mannan Hossain,M,INC,496348,Anisur Rahaman Sarkar,M,CPM,460701
West Bengal,12,Krishnanagar,GEN,Tapas Paul,M,AITC,443679,Jyotirmoyee Sikdar,M,CPM,366293
West Bengal,13,Ranaghat,(SC),Dr. Sucharu Ranjan Haldar,M,AITC,575058,Basudeb Barman,M,CPM,473235
West Bengal,14,Bangaon,(SC),Gobinda Chandra Naskar,M,AITC,546596,Asim Bala,M,CPM,453770
West Bengal,15,Barrackpore,GEN,Dinesh Trivedi,M,AITC,428699,Tarit Baran Topdar,M,CPM,372675
West Bengal,16,Dum Dum,GEN,Prof. Saugata Roy,M,AITC,458988,Amitava Nandy,M,CPM,438510
West Bengal,17,Barasat,GEN,Dr. (Smt.) Kakoli Ghosh Dastidar,F,AITC,522530,Sudin Chattopadhyay,M,AIFB,399629
West Bengal,18,Basirhat,GEN,Sk. Nurul Islam,M,AITC,479650,Ajay Chakraborty,M,CPI,419267
West Bengal,19,Joynagar,(SC),Dr. Tarun Mandal,M,IND,446200,Nimai Barman,M,RSP,392495
West Bengal,20,Mathurapur,(SC),Choudhury Mohan Jatua,M,AITC,565505,Animesh Naskar,M,CPM,435542
West Bengal,21,Diamond Harbour,GEN,Somendra Nath Mitra,M,AITC,564612,Samik Lahiri,M,CPM,412923
West Bengal,22,Jadavpur,GEN,Kabir Suman,M,AITC,540667,Sujan Chakraborty,M,CPM,484400
West Bengal,23,ata Dakshin,GEN,"Mamata Banerjee
 ",M,AITC,576045,Rabin Deb,M,CPM,356474
West Bengal,<b>By Polls (2011)</b>,Kolkata Dakshin,GEN,Subrata Bakshi,F,AITC,516761,R. Banerjee,M,CPM,286662
West Bengal,24,Kolkata Uttar,GEN,Sudip Bandyopadhyay,M,AITC,460646,Md. Salim,M,CPM,351368
West Bengal,25,Howrah,GEN,Ambica Banerjee,M,AITC,477449,Swadesh Chakrabortty,M,CPM,440057
West Bengal,<b>By Polls (2013)</b>,Howrah,GEN,Prasun Banerjee,M,AITC,426387,Sridip Bhattacharya,M,CPI(M) ,399422
West Bengal,26,Uluberia,GEN,Sultan Ahmed,M,AITC,514193,Hannan Mollah,M,CPM,415257
West Bengal,27,Serampore,GEN,Kalyan Banerjee,M,AITC,569725,Santasri Chatterjee,M,CPM,432535
West Bengal,28,Hooghly,GEN,Dr. Ratna De Nag,F,AITC,574022,Rupchand Pal,M,CPM,492499
West Bengal,29,Arambagh,(SC),Sakti Mohan Malik,M,CPM,630254,Sambhu Nath Malik,M,INC,428696
West Bengal,30,Tamluk,GEN,Suvendu Adhikari,M,AITC,637664,Lakshman Chandra Seth,M,CPM,464706
West Bengal,31,Kanthi,GEN,Sisir Kumar Adhikari ,M,AITC,606712,Prasanta Pradhan,M,CPM,477609
West Bengal,32,Ghatal,GEN,Gurudas Dasgupta,M,CPI,625923,Nure Alam Chowdhury,M,AITC,478739
West Bengal,33,Jhargram,(ST),Dr. Pulin Bihari Baske,M,CPM,545231,Amrit Hansda,M,INC,252886
West Bengal,34,Medinipur,GEN,Prabodh Panda,M,CPI,493021,Dipak Kumar Ghosh,M,AITC,445004
West Bengal,35,Purulia,GEN,Narahari Mahato,M,AIFB,399201,Shantiram Mahato,M,INC,379900
West Bengal,36,Bankura,GEN,Basudeb Acharia,M,CPM,469223,Subrata Mukherjee,M,INC,361421
West Bengal,37,Bishnupur,(SC),Smt. Susmita Bauri,F,CPM,541075,Seuli Saha,M,AITC,411709
West Bengal,38,Bardhaman Purba,(SC),Dr. Anup Kumar Saha,M,CPM,531987,Ashoke Biswas,M,AITC,472568
West Bengal,39,Bardhaman-Durgapur,GEN,Prof. Sk. Saidul Haque,M,CPM,573399,Nargis Begum,M,INC,465162
West Bengal,40,Asansol,GEN,Bansa Gopal Chowdhury,M,CPM,435161,Ghatak Moloy,M,AITC,362205
West Bengal,41,Bolpur,(SC),Dr. Ram Chandra Dome,M,CPM,538383,Asit Kumar Mal,M,INC,411501
West Bengal,42,Birbhum,GEN,Smt. Satabdi Roy,F,AITC,486553,Braja Mukherjee,M,CPM,425034
